dialogue,label,user
What are you doing?,Dwight,Harsh
No no no no no no!,Michael,Harsh
"Paranoid? I'm not familiar with the word. And I really don't have time to learn new words right now, ok? A pudgy 22-year-old is trying to take my job.",Michael,Harsh
So maybe we should call. We should call someone. I could help. I’m good with bosses. Call one of the higher-ups?,Michael,Harsh
Say-,Pam,Harsh
"Pam, I'm scared. I'm real scared.",Michael,Harsh
We’re called Kevin and the Zits.,Kevin,Harsh
"Oh, yeah. You really shouldn't litter.",Pam,Harsh
Oh.,Michael,Harsh
"I have one, yes.",Pam,Harsh
Maybe it's because you spent the whole year flirting with the receptionist.,Andy,Harsh
Hello. I'm Michael Scott. I'm the best boss in the world.,Michael,Harsh
Strawberries?,Pam,Harsh
Okay.,Angela,Harsh
When he started the fire.,Dwight,Harsh
"Jim, right here, right here. Okay, good.",Pam,Harsh
I am so excited. But I just need one. Gabe can't come. Sorry.,Andy,Harsh
Happy.,Pam,Harsh
Which is?,Michael,Harsh
Got it.,Michael,Harsh
Last gift. Kevin.,Oscar,Harsh
You mean Kevin?,Angela,Harsh
Really? Because I sat next to Stanley for years‚ .and this is nap time. Open eye nap time. He balances the phone on his shoulder and just powers down. Now look at him.,Phyllis,Harsh
"No, Stacy is a boy. Ugh. Frustrating. Why can’t you just be in art class with me?",Pam,Harsh
I’m out too.,Dwight,Harsh
"Oh, the Nets are super tough.",Jim,Harsh
"Day One. I’m in the interior of the vast Pennsylvania wilderness. I’ve brought with me only the bare essentials. A knife, roll of duct tape, in case I need to craft some shelter or make some sort of water vessel. It’s hot today. The sun is in the two-thirds easterly quadrant, which would make it about 2 o’clock in the afternoon. It’s really beating down on me now. I think that I want to get a little more comfortable because the sun is depleting my resources. OK. OH, there we go. Watch that I don’t hit my corroded artery here…",Michael,Harsh
"Erin, did we win?",Andy,Harsh
Yeah.,Michael,Harsh
No!,Andy,Harsh
"Thanks for much for helping the company, Dwight.",Andy,Harsh
"You’re a real crumb bum, you know that?",Meredith,Harsh
"Thanks, Brian.",Kelly,Harsh
Whoa-oh-oh-oh.,Michael,Harsh
Okay.,Ryan,Harsh
"Okay, so no salami in the pants. How about a pepperoni?",Michael,Harsh
Leave!,Dwight,Harsh
"If your woman is like mine, I bet you come home to hear the same thing all the time. This paper is so hard. It scratches. Why can’t there be a paper just for me? Well now there is. ‘Papyr.’ Paper for women. It’s pink, scented and silky soft. Now, you can watch the game and she can write a letter to her sister.",Dwight,Harsh
Good.,Dwight,Harsh
Yes.,Dwight,Harsh
Dunder-Mifflin. It's okay. I just did.,Pam,Harsh
You have no idea.,Kelly,Harsh
Shel Silverstein.,Ryan,Harsh
"I can’t believe this place is real. I mean, I’ve heard about his beet farm for years, but wow.",Oscar,Harsh
No.,Michael,Harsh
"Well, comedy's kinda my thing. Watch this, here's Curly Joe. Mmm. Me, me, me, me, me, me. Me, me, me, me, me, me. Oh, I forgot. Here we go. I'm Hitler. Right. Me, me, me, me, me, me. Curly Joe Hitler.",Michael,Harsh
"No, that was inadvertent. We didn't actually plan that.",Angela,Harsh
"I guess if I make a mistake, I can just paint over it with a shrub or something. It's just, I think less of paintings with a lot of shrubs. So, I'm gonna limit myself to one shrub.",Pam,Harsh
Yeah!,Andy,Harsh
For you. I'm with Darryl.,Andy,Harsh
"Wait, what did it say?",Michael,Harsh
"Really what it is, is about the money the sales staff brings into the office.",Pam,Harsh
It's working. I'm doing it!,Michael,Harsh
Oui.,Michael,Harsh
Yeah. He's at the supermarket and he needs me.,Kelly,Harsh
I’m going to be dropping out on one of our biggest clients this afternoon and I could use some back up.,Jim,Harsh
"Cage matches? Yeah, they work. How could they not work? If they didn't work, everybody would still be in the cage.",Dwight,Harsh
"The Schrutes are a very loyal breed. But I also have Mannheim blood from my German grandmother. And the Mannheims knew when to cut and run. No sense going down with a losing regime. But the Schrute blood... It's amazing that when these two bloods mix, the whole thing didn't explode.",Dwight,Harsh
Did you pee on a stick?,Pam,Harsh
What does that mean?,Andy,Harsh
OK.,Andy,Harsh
Chunky monkey.,Michael,Harsh
I think because my name is before yours in alphabetical order.,Kevin,Harsh
"Ok guys, √Ę‚ā¨Ňďwe all drink them all√Ę‚ā¨¬Ě.",Michael,Harsh
"Hello! How are you? I’m, uh, just about to close on 126 over there and I guess we’re going to be neighbors. Very cool, very cool. So, uh, so what’s the vibe? What’s the vibe of this place?",Jim,Harsh
Exactly!,Pam,Harsh
I know. Now you don't have to.,Angela,Harsh
"You're doing great Michael, look at you go!",Pam,Harsh
I wasn’t here that day.,Pam,Harsh
Sounds great.,Pam,Harsh
You have new music?,Jim,Harsh
Ah. I know. It just feels so empty with so many of the old gang gone.,Michael,Harsh
"There is no greater feeling than when two people who are perfect for each other overcome all obstacles, and find true love. And that is what I thought that Erin and Kevin were going to find today... I think I'm going to be sick...",Michael,Harsh
"How long is this? Oh, Pam. Good work! Oop, wait, stop. Drawings.",Michael,Harsh
You first.,Jim,Harsh
Okay. I'm so nervous.,Pam,Harsh
No.,Andy,Harsh
That was so awesome.,Kevin,Harsh
Yeah!,Andy,Harsh
I don’t feel like peanut butter. Get me an ice cream sandwich.,Michael,Harsh
I gotta go do this.,Jim,Harsh
So happy hour.,Pam,Harsh
New York. Wanna go?,Pam,Harsh
"But, what if?",Angela,Harsh
"""Look under the sink in the men's room.""",Dwight,Harsh
Can’t believe they let someone like you serve on a jury. Makes me question the whole judicial system.,Kelly,Harsh
"Okay, everybody! After you walk the runway everyone has to vote for who gets the coupon book. And you can't vote for yourself.",Pam,Harsh
Next stop: Laverne’s Pies Tires Fixed Also.,Michael,Harsh
"Ok, here we go. Alright, come on.",Michael,Harsh
Nothing.,Dwight,Harsh
Michael! What’s going on?,Dwight,Harsh
That's okay.,Angela,Harsh
"Yeah, but I never said you had nothing to live for.",Pam,Harsh
I like to think Lloyd Gross is a no-nonsense guy who doesn√¢‚Ç¨‚Ñ¢t back down from anybody. And he calls people √¢‚Ç¨≈ìKimosabe√¢‚Ç¨¬ù.,Kelly,Harsh
You OK?,Andy,Harsh
"Oh. Okay. Ed's Tires, huh?",Pam,Harsh
So are you going to be like totally awkward around me now?,Pam,Harsh
Michael,Michael,Harsh
"Here is a Kelly complaint: ""Ryan never returns my calls."" Ugh, join the club.",Michael,Vedant
That�s no accident.,Dwight,Vedant
Why do you hate her?,Erin,Vedant
"No way. No way. Pam Beesley. Hello. Hey, everybody look, Pam. Pam, say hi. Say hi to Pam. Don't we all look skinny? Oh, oh, almost dropped you!",Michael,Vedant
You know what? Come with me. We are going on a little mission. Operation Surprise.,Jim,Vedant
Why would I love that? Can we afford a delivery guy?,Pam,Vedant
"Coffee is the great incentivizer in the office. It's a drug. It is quite literally a drug that speeds people up. It's not the only drug that speeds people up. You hear stories about Dunder Mifflin in the eighties before everybody knew how bad cocaine was. Guh. Man, did they move paper!",Michael,Vedant
Fail.,Dwight,Vedant
"Michael, you know you don't have to turn us all in. All you need is one scapegoat.",Dwight,Vedant
Here's how I usually handle this: all I do is listen.,Creed,Vedant
Which one is that again?,Pam,Vedant
Kelly made me realize something. She and I have... nothing in common. And I need more friends.,Ryan,Vedant
It should take no time at all if you put the care into it that you normally do.,Phyllis,Vedant
"Nellie, I�m sorry, but I don�t feel comfortable being evaluated by someone I don�t know.",Andy,Vedant
"After you talked, he called my mom and said he was gonna look for an apartment.",Pam,Vedant
"No! It has to be a real person Jim, come on. Okay, no no, I'm gonna pass, I'm gonna pass. Okay, rhymes with Parnold Schporzenegger.",Michael,Vedant
"No, that's not... no, that's not what I was going to say.",Pam,Vedant
"That�s tasteless, Gabe.",Erin,Vedant
"Yeah, yeah.",Stanley,Vedant
"Yeah, that�s a good one.",Jim,Vedant
I think it should be a surprise.,Phyllis,Vedant
Yeah. You don�t have to ask me.,Angela,Vedant
"OK. If I have to do this, based on stereotypes that are totally untrue, that I do not agree with, you would maybe not be a very good driver.",Michael,Vedant
"I think I'll go to Angela's party, because that's the party I know.",Kevin,Vedant
Nope.,Michael,Vedant
Dammit.,Dwight,Vedant
"Like a beach blowout? Or a toga, toga-",Meredith,Vedant
If you know something Michael...,Pam,Vedant
With the crotch.,Dwight,Vedant
Danny Cordray is the worst.,Michael,Vedant
Ow! Robert?!,Phyllis,Vedant
Made love? I don�t know.,Michael,Vedant
"Well, because I thought that it was a book about Anthropology the store.",Michael,Vedant
"Look, I'm going to offer you a little piece of advice. I'm not afraid to make an example out of you.",Ryan,Vedant
No big deal.,Darryl,Vedant
I--- I realized that for whatever reason I... just couldn't do better than kelly.,Ryan,Vedant
I want us to make it. I want a fresh start.,Pam,Vedant
Wallace is going to freak.,Oscar,Vedant
Wow. Your voice is as lovely as ever.,Michael,Vedant
Nope. I did not see you either.,Michael,Vedant
"Yeah... uh, come in. Oh, hey Karate Kid. The Hillary Swank version. Hi. How are ya?",Michael,Vedant
Take that thing off the table! Please!,Angela,Vedant
"Dude, you didn�t tell me you were fing Val. High five!",Michael,Vedant
I knew it. I knew it from the beginning it was possible.,Dwight,Vedant
What are you going to see?,Toby,Vedant
Hey! My teeth are all this stuff in my mouth.,Dwight,Vedant
I'll text Pam. She's really good at this stuff.,Jim,Vedant
Have you ever seen a burn victim?,Michael,Vedant
She�s trying.,Darryl,Vedant
Hello.,Meredith,Vedant
Everything� Everything.,Michael,Vedant
Yeah. He was the best. James Bond would love this cupcake.,Michael,Vedant
"Well, it has always been a lifelong dream.",Pam,Vedant
I am going to run three possible date ideas by you and I want you to tell me which one gets your blood percolating.,Michael,Vedant
Save yourself!,Angela,Vedant
Ok.,Toby,Vedant
I have plans later.,Kelly,Vedant
"Well, since we’re stopped at a light, uhhh, here is…the mural I did for Angela’s baby.",Pam,Vedant
"It’s like magic. Or, it’s like me getting on my hands and knees and begging my partners to switch a Tuesday for a Thursday.",Andy,Vedant
"OK, Michael, please, please, please, please, please let me.",Dwight,Vedant
"I know, but you wanted the big thing.",Phyllis,Vedant
"Okay geniuses, how would you do it?",Michael,Vedant
You're welcome.,Meredith,Vedant
This is you. How much do you charge?,Creed,Vedant
I don’t know how to make that.,Erin,Vedant
Yeah.,Kelly,Vedant
Do we have to play?,Angela,Vedant
Mike.,Darryl,Vedant
"Wow. Ummm, well I'd have to talk to my mother and my guy at H and R Block.",Michael,Vedant
"Hey, man.",Jim,Vedant
"You should work out Ryan, you would look so hot.",Kelly,Vedant
Andy.,Angela,Vedant
"Well, now OK, I know that this is probably not appropriate, but I need help. Because I want to play ball with my kids before I get too old. And before that happens I need to get laid. And before that happens I need to be in love. And I don't wanna hear ""Ahnnn... I can't help elhh la la."" No. No. I'm a catch and I am not going to be the one who got away. So, this is what we're going to do. Dwight is going to hand out index cards and I want you all to write down the name of an eligible woman for me to date by the end of the day. No, by the end of the hour or you are fired.",Michael,Vedant
You what?,Pam,Vedant
"Well, that’s what they taught me in my 19th century kindergarten.",Dwight,Vedant
"I used to be young and cute and sorta funny and I could do those cute, little cartoons. And everyone who came through here was like, ├óŌé¼┼ōWho├óŌé¼Ōäós that receptionist? I like her.├óŌé¼┬Ø Now I├óŌé¼Ōäóm just a fat mom. Yeah, and you take one look at me and you├óŌé¼Ōäóre like, ├óŌé¼┼ōOh, loser.├óŌé¼┬Ø",Kelly,Vedant
"No- Ok. Well, we’ll talk about it later. Straussburg! I had a meeting in Straussburg and I dropped you off beforehand. I was wearing a tan shirt with stripes?",Michael,Vedant
"Don't take this the wrong way, but... you should go for that job.",Pam,Vedant
"They make these cakes, they’re wild! I mean, they show everything!",Michael,Vedant
"Why don’t you do the presentation, because you know how to do it?",Ryan,Vedant
Yes! Yeah. Aaaaaaaa! Aaaaaaaa! Aaaaaaaa!,Dwight,Vedant
Hey.,Erin,Vedant
"Uh, Dwight? Did you raise benefits?",Jim,Vedant
My actual mother was very cold and distant. I’d say she was the closest thing I had to an aunt.,Dwight,Vedant
What's this?,Toby,Vedant
"Yeah, I didn't go through with the wedding. I got cold feet, a few days before. And I can't really explain it. I just had to get out of that relationship. We still had to pay for all the food. So we froze it. But I'm, I'm doing well. I have my own apartment. I'm taking art classes. And I have lunch for the next five weeks.",Pam,Vedant
Kelly has been a handful in the past.,Ryan,Vedant
Hey.,Jim,Vedant
Hannah Smoterich-Barr.,Dwight,Vedant
I mean I’m learning nothing.,Jim,Vedant
I have recently taken a lover.,Michael,Vedant
What was that?!,Meredith,Vedant
I want you to print that out for me.,Dwight,Vedant
"Oh, stainless. Williams Sonoma.",Michael,Vedant
This year I decided to really get into the spirit of Halloween.,Pam,Vedant
Stop it! Stop it!,Michael,Vedant
Hey. I like.,Michael,Vedant
"You know, there are a lot of guys out there who would just love and appreciate a-",Meredith,Vedant
You want more?,Andy,Vedant
In you go.,Michael,Vedant
"So, they know.",Andy,Vedant
"Okay. So be it, then you've lost credibility. And I'm going to go with my guy, and that's Ryan.",Michael,Vedant
Do you get TNT? The station? Do you get TNT?,Michael,Vedant
That's a drive!,Stanley,Vedant
Can I have a raise?,Jim,Vedant
Welcome.,Michael,Vedant
"Whereas that is not why I have entered show business, I do understand that you have to build credibility. IĂ˘â‚¬â„˘m all for it.",Michael,Vedant
Oh my god.,Angela,Vedant
What are you doing?,Jim,Vedant
You really think you can make it up to me with food?,Kevin,Vedant
Exactly.,Jim,Vedant
That Swayze sure can dance dirty.,Meredith,Vedant
You should move down here with me.,Ryan,Vedant
Where are they?,Michael,Vedant
"Oh, yeah. This'll be easy. So just, like, rearrange the buttons and stuff.",Michael,Vedant
"Well, let’s play, what is it?",Michael,Vedant
It… folds up. You’ve only seen it flat.,Michael,Vedant
"No, you’re not. You’re getting past it. You have to close. You can do it.",Pam,Vedant
"You know what, you’re one bad text away from getting blocked.",Kelly,Vedant
Fine. Party pooper.,Michael,Vedant
Right there.,Meredith,Vedant
Now?,Toby,Vedant
Wow! I never thought Dwight would go postal. It's always the person you least expect and I always thought Dwight would go postal.,Jim,Vedant
Make your own in' sandwich.,Kelly,Vedant
Questions?,Toby,Vedant
"Hank? You really think Hank is going to be loyal to you? Hank, please escort Charles from the building.",Michael,Vedant
Uh… something cool that Ryan doesn’t know about yet.,Kelly,Vedant
We don’t get along.,Phyllis,Vedant
"Utica is snoozeville, um, Albany are the prepsters, Nashua, no parking, um, Akron is haunted, Camden... is in a basement, Yonkers has the two hot girls, and here in Scranton, we are the cool guys.",Michael,Vedant
nan,Creed,Vedant
Are you wearing anything under the robe?,Michael,Vedant
"You know, there's doughnuts in the break room.",Oscar,Vedant
"Oh. Okay. Well, if it makes you uncomfortable, then we’ll stop.",Michael,Vedant
I stole this. For you babe.,Ryan,Vedant
Oh!,Phyllis,Vedant
"Hello, Dwight. Pam left her iPod at her house. I want you to swing by, pick it up, and bring it to the hospital. We need it yesterday.",Jim,Vedant
I like that guy. We should hook him up with Meredith.,Pam,Vedant
"Cute kids, thanks for coming.",Michael,Vedant
All right. Jack Nicholson for birdie.,Michael,Vedant
Hey.,Erin,Vedant
Let's do this thing.,Michael,Vedant
"Nothing wrong with this stuff. At all. This is fine. You know what. Gay porn, straight porn, it's all goooooood! I don't particularly get into this. But uh, you know what. I totally see the merit! And actually... it is quite beautiful.",Michael,Vedant
"Ehh, that’s not who I’m talking about.",Jim,Vedant
"Between the - us and you guys. It's unnecessary, right?",Andy,Vedant
"Listen to me. It’s two p.m. From now until four, your priority is knitting. Knit like the wind.",Michael,Vedant
Cool.,Jim,Vedant
Are you okay?,Darryl,Vedant
Mm.,Kevin,Vedant
And we should take a part of his pay and donate it the charity of your choice. Something that Dwight doesn't like.,Pam,Vedant
"Oh my God. Dwight got a hooker! Oh my God, I gotta call... well, I gotta call somebody, I don't even know who to call. Dwight got a hooker!",Michael,Vedant
"No, Jim, the butt, in his butt.",Dwight,Vedant
It goes out automatically at five P.M.,Michael,Vedant
"I lied to Michael. I said that I would leave him alone, but I will not. I will remain close by to provide unseen moral support, but I will never help him. I will let harm befall him. I will even let him die. But I will never let him lose his dignity.",Dwight,Vedant
"I am not a bad person. When I left Staples, I took some of their leads with me but I never intended to use them. What did I intend to do with them? Who knows? Maybe keep them as a souvenir. Maybe use them.",Dwight,Vedant
Why do we have to do something together? I volunteer at a clinic on my own time.,Angela,Vedant
"No, no, I had to. Look, I needed to look like a team player, Pam.",Michael,Vedant
I was trying to liven things up a little bit. I was kinda doing your job so--,Ryan,Vedant
"Gotcha, oh! Yes?",Michael,Vedant
"Stop it, Mr. Ash! Bad cat! That is very bad! You stop it right now! I swear, he is fixed.",Angela,Vedant
"No, the baby. Please, it's my husband's favorite cat. He's broken up about it. It's the only time I've seen him cry other than our wedding night.",Angela,Vedant
"Ok, but listen. We just don’t have the budget for it. Okay? Reception needed a computer so we got one.",Pam,Vedant
Okay. You ever been in a manager's office before?,Michael,Vedant
Maybe wee find some wiggle room?,Michael,Vedant
"It’s cool, Darryl, I’m here too.",Jim,Vedant
Its sports marketing basically. But the athletes are partners.,Jim,Vedant
Okay.,Kevin,Vedant
nan,Creed,Vedant
"Oh, I dunno, they're launching a big new business plan. New website, blah blah blah. He's being a real twerp about it, so, it's all about youth, and agility and streamlining and trying to squeeze out the older people.",Michael,Vedant
“Hooray. Live it up big D. ” “Days like this don’t come often enough. Time to celebrate. You deserve this”?,Michael,Vedant
Yeah.,Kevin,Vedant
"Shhh! Don't excite him. Don't make him excitable. Welcome back, Stanley.",Michael,Vedant
nan,Oscar,Vedant
Yeah. I keep them here at my desk so that everybody doesn't take them.,Dwight,Vedant
I don't think I sh-,Toby,Vedant
"Hey, thanks, ace.",Jim,Vedant
"Roy and I just got back from the Poconos. I get ten vacation days a year, and I try to hold off taking them for as long as possible, and this year I got to the third week in January.",Pam,Vedant
I do.,Pam,Vedant
What?,Darryl,Vedant
"Ah, man. Ah, fell asleep, took a nap. Hey guys, ah I feel refreshed now. How’s it goin?",Michael,Vedant
"It's going very well. People are mixing, a lot of hope. Cause that's what you hate to see, when hope gets crushed. Sorry, thought I heard somebody coming in. Um, so it's not too late.",Michael,Vedant
Had to be part of the group.,Andy,Vedant
"It's Vivaldi, for Finer Things.",Toby,Vedant
What?,Andy,Vedant
Come on pam!,Michael,Vedant
Your two o'clock.,Dwight,Vedant
"Hello, Dwight. Pam left her iPod at her house. I want you to swing by, pick it up, and bring it to the hospital. We need it yesterday.",Jim,Vedant
"Oh, this Man In Black thing, what do you think that was about?",Andy,Vedant
This is all I could find.,Phyllis,Vedant
That's from me.,Pam,Vedant
Watching?,Creed,Vedant
"All right, thank you, bye-bye.",Kelly,Vedant
Yes.,Erin,Vedant
Yup. Ryan and I are just having some fun!,Kelly,Vedant
Thank you.,Erin,Vedant
"It's subtle. That's how it works. I show her an image that turns her on. And then she looks at me, then back at me, then back at the image. Soon, she doesn't know what is me, what is the image. She just knows that she's turned on.",Michael,Vedant
Oh!,Erin,Vedant
Hi.,Erin,Vedant
"Michael, I like the sound of your voice. You know what I'm going to do? I'm going to buy one million dollars worth of paper products today.",Jim,Vedant
Thank God.,Michael,Vedant
I'm sure it was really lovely.,Jim,Vedant
"Grandpa, where were you the day the the Scranton Strangler was caught? Well kiddo, I was there. I was there… And I’ll tell you what. You go sell these and buy yourself a nice spaceship.",Michael,Vedant
"Yeah, I'm not ready for this.",Jim,Vedant
Your mommy and daddy give you ten dollars to open up a lemonade stand. So you go out and you buy cups and you buy lemons and you buy sugar. And now you find out that it only costs you nine dollars.,Oscar,Vedant
Oh my God!,Michael,Vedant
Okay.,Toby,Vedant
"Split the difference. Hey… mint chocolate chip, please? Is Jim out there?",Michael,Vedant
"Glee? What is Glee, some television program? Jim I need that thing stat!",Dwight,Vedant
You never call back.,Kelly,Vedant
"Two children, yes.",Jim,Vedant
I don’t think it does that.,Oscar,Vedant
"No, I have not.",Stanley,Vedant
"I was talking about my wife, and how she believes in ghosts. And then we had a little debate. Meredith said she believes in them too.",Jim,Vedant
No. No. No.,Michael,Vedant
No me fault.,Kevin,Vedant
"And now... to someone who quietly goes about their job, but always seems to land the biggest accounts...",Michael,Vedant
It's true. I did.,Dwight,Vedant
"Eh, I've been sitting all day.",Jim,Vedant
"Prima nocta, I believe from the movie Braveheart, and confirmed on wikipedia, is when the king got to deflower every new bride on her wedding night. So...",Michael,Vedant
What? God damn it. She was supposed to come out yesterday.,Michael,Vedant
"I. Do not agree to sell, which is to say nay.",Michael,Vedant
Clean the toilets.,Dwight,Vedant
I'm Facebook.,Ryan,Vedant
Tell us the freaking story!,Meredith,Vedant
Snack attack time.,Michael,Vedant
"For the past month, I have been collecting wishes from everyone in the office, and I intend to make good on every single one of them.",Michael,Vedant
"This branch, I’m the regional manager.",Michael,Vedant
That sounds good too. I don't know who's right. I just don't - I don't know. I don't know.,Michael,Vedant
"No, that is what I mean.",Pam,Vedant
"If I was girl, I would seriously reconsdier coming to this party. But don't tell anyone that I said that, 'cause I want them to come.",Erin,Vedant
OK.,Kevin,Vedant
Or the me that stinks.,Michael,Vedant
That is so great about the bonus!,Phyllis,Vedant
Go ahead and just read the frosting.,Jim,Vedant
Okay.,Stanley,Vedant
"Uh, okay. So um, once you get down into the mine, what do you do? Is it like, uh... Do you have laser tag down there or something?",Michael,Vedant
See what I mean?,Angela,Vedant
Hey! What are you saying?!,Angela,Vedant
O..ok. Um..good.,Michael,Vedant
"Hey, I was on the can. What√¢‚Ç¨‚Ñ¢s this about a black guy in the office?",Creed,Vedant
"I have been Michael’s #2 guy for about 5 years. And we make a great team. We’re like one of those classic famous teams. He’s like Mozart, and I’m like Mozart’s friend. No. I’m like Butch Cassidy, and Michael is like Mozart. You try and hurt Mozart; you’re going to get a bullet in your head courtesy of Butch Cassidy.",Dwight,Vedant
"No, okay.",Darryl,Vedant
I hate it! I hate your car!,Dwight,Vedant
Fax this for me.,Dwight,Vedant
"Oh, this guy is having a breakdown.",Jim,Vedant
Guys its not worth it really. Guys this is not worth our time.,Oscar,Vedant
Your home office?,Erin,Vedant
Ok. She’s ok?,Michael,Vedant
"You know what, Kelly? This is the real world. Not The Real World: Scranton. Oh my God, this is super weird. When Ryan had two girlfriends, he used to take me to some diner in Hazelton just so the other girl wouldn’t see.",Kelly,Vedant
"Okay, field trip's over. Come on. Could we please get back to this?",Andy,Vedant
"I don’t know. She’s from somewhere, I bet. Maybe from the forest.",Michael,Vedant
How are you?,Toby,Vedant
I need you to hose my aunt.,Dwight,Vedant
What?,Erin,Vedant
"Hold on, Kelly. Would it help you to know that Jim thinks you're smart?",Dwight,Vedant
Thank you very much.,Michael,Vedant
That’s what we gotta do.,Oscar,Vedant
"I'll tell you what happened to me. I didn't see my father for the first two years of my life. I thought my mother was my father, and my wet-nurse was my mother.",Dwight,Vedant
I don't kn--,Kevin,Vedant
"OkayĂ˘â‚¬Â¦ Seven, one, one, nineĂ˘â‚¬Â¦",Michael,Vedant
Merry Christmas Erin! Take it away boys!,Michael,Vedant
"If you're using more than three pieces of tape to wrap a present, you're doing it wrong.",Angela,Vedant
The architecture reminds one of a quaint Tuscan beet farm.,Dwight,Vedant
Sales.,Dwight,Vedant
"Here you go. And good for you Dwight, I’m so glad you found someone. I bet she’s got kind eyes.",Angela,Vedant
"Never ever, ever sleep with your boss. I am so lucky that Jan and I only got to second base.",Michael,Vedant
"Yeah, well, that├óŌé¼Ōäós just pizza. You need at least one other element for it to be a party.",Michael,Vedant
That's harsh.,Phyllis,Vedant
"Look at these little mini pizzas. Does this make me look huge? Hey guys, look at me, I’m huge.",Michael,Vedant
"No you’re not! Ok, just… you’re not a tool. Look, we’ll tell her that it’s bad, but it could’ve been a lot worse but due to some fancy financial foot work I was able to cut it in half.",Michael,Vedant
"Hello, Cece Halpert? This is Andrew Bernard. I’d very much like to speak with you about your paper supply needs. That wasn’t even my worst sales call.",Andy,Vedant
So much for sex without consequences.,Michael,Vedant
"Oh man, I am so mad that Pam got hurt! Argh!! Rrrraah!!! I'll get it.",Dwight,Vedant
"I know, right? What is it? You always look so good in those things.",Michael,Vedant
"I don’t know about Stephen King, I mean…",Pam,Vedant
"Well, because I want to know who wrote those diseases down.",Dwight,Vedant
Hey.,Jim,Vedant
N-no there's not.,Toby,Vedant
Really?,Darryl,Vedant
Good policy. Sensible. Smart.,Dwight,Vedant
Yeah. It's pretty close.,Jim,Vedant
I'm going to o have some of this meat sandwich.,Michael,Vedant
"Okay, so here's what I'm thinking. I'm gonna say that before ceramics class, I took off my ring, and then when I changed back out of my smock, it wasn't in my pocket anymore, and I lost it.",Pam,Vedant
"All right, thank you, bye-bye.",Kelly,Vedant
Hey!,Meredith,Vedant
Hey let me escort you to your desk.,Michael,Vedant
"Oh, I don’t know. I haven’t decided yet.",Pam,Vedant
Ok.,Kevin,Vedant
"Everybody looking good, this is, this is the best we can do? I’m not judging, I, I think you guys look great, I just… wanna make sure this is the best we can do?",Michael,Vedant
"Yes, it’s mine.",Ryan,Vedant
"Chapter 2 ├óŌé¼ŌĆ£ Announcing guests as they enter is the height of decorum. The more volume displayed, the more honor is bestowed upon everyone present.",Michael,Vedant
Oh.,Erin,Vedant
"Number one, do not leave your things on my desk. It's not some kind of personal pen receptacle for you. I don't care how high they promote you, which brings me to item number two... I never formally congratulated you on your promotion, so I'd just like to say... con-quack-ulations!",Andy,Vedant
EEEHHH!! No. Hehe.,Michael,Vedant
Great.,Jim,Vedant
"Name, Meredith Palmer. Uh, personal information, divorced twice, two kids. Uh, Employer, Dunder Mifflin Paper Incorporated. Awards, multiple Dundies.",Meredith,Vedant
Words will never be enough.,Andy,Vedant
See world. Oceans. Fish. Jump. China.,Kevin,Vedant
I should get back to work.,Jim,Vedant
"And I wanted to apologize. These resolutions should be about you, and I made it about me, and it was none of my beeswax.",Pam,Vedant
"Congratulations, Phyllis. You look lovely. Your dress is very white. So white, my eyes are burning.",Michael,Vedant
Hey Ryan? Could you get to that copy from before?,Michael,Vedant
I don't need you to give me a history lesson. Ok?,Angela,Vedant
Okay.,Erin,Vedant
Only one that I was kind of worried about.,Oscar,Vedant
nan,Stanley,Vedant
"Oh yeah, I don’t know if it’s right, but-",Erin,Vedant
Bye.,Erin,Vedant
"I'm sorry, he's not in right now.",Erin,Vedant
Allergies?,Jim,Vedant
We can talk about that. All right.,Jim,Vedant
I'll use it when you're done.,Andy,Vedant
Oh... ok.,Erin,Vedant
"I mean, he's gotten worse over the years‚ .",Stanley,Vedant
Uh… no.,Jim,Vedant
"Oh my God, oh my God, oh my God, oh my God, oh my God, oh my God, oh my God, oh my God, oh my God, oh my God, oh my God, oh my God, oh my God...",Michael,Vedant
"But effective, look! On behalf of Jim and I, Merry Christmas.",Pam,Vedant
Hold it.,Dwight,Vedant
"Oh, I know what you're thinking. You're not prying this out of my hands, but don't tempt me because I'll give it to you!",Andy,Vedant
"Obviously, that’s why I’m here. I mean, I came back early to surprise Erin. Happy Valentine’s Day, sweetheart. But, I’m just saying, I’m also excited about the Wallace meeting.",Andy,Vedant
You haven't had sex?,Michael,Vedant
"Oh, hey, no problemo. Incidentally, I love the place.",Michael,Vedant
What in the name of God is going on?!,Andy,Vedant
"No, it didn't--nothing got torn off. Who told you that?",Michael,Vedant
"Ok, it’s obvious Andy picked the people that are least important to the office.",Dwight,Vedant
"Okay, you know what? Why don't you guys deal with it? I am going to get up, and I am going to be out in the common area. But you need to decide; otherwise I'm taking the bonus. All right?",Michael,Vedant
"Meredith, slow down! We're not gonna get there any faster if we're dead.",Pam,Vedant
"I might have extra, it just depends on how many I eat.",Kevin,Vedant
"I'm just killing Germans, any way I can.",Dwight,Vedant
Wow!,Michael,Vedant
"Uh-huh. Prove it. Let's see your penis. I... you know, as that was coming out of my mouth, I knew that it was wrong.",Michael,Vedant
My hip bone!,Phyllis,Vedant
Um...,Pam,Vedant
"That doesn’t sound right. I want to say, LaDameon Washington.",Michael,Vedant
"Well, you can actually fire him.",Dwight,Vedant
